user,rating,date,review,helpful_count,clean_review
Rajeev Kumria,1,2022-10-13 16:06:38,One of the worst app ever. They seriously don't know how to develop a banking app. The damn thing won't start. No way to reset password.,0,one of the worst app ever they seriously dont know how to develop a banking app the damn thing wont start no way to reset password
melissa savejvong,2,2022-10-13 05:12:45,horrible app please fix the mobile deposit issue,0,horrible app please fix the mobile deposit issue
Soo jun ning,3,2022-10-12 20:36:47,Loading very slow,0,loading very slow
yn diew,1,2022-10-12 14:41:24,lousy app. so much error. very frustrated as i need to log in many times a day,1,lousy app so much error very frustrated as i need to log in many times a day
RAMAN S BEDI,1,2022-10-10 20:01:42,Wrose need to update,0,wrose need to update
Brittany A.,1,2022-10-06 00:35:09,Awful the check deposit feature barely works. Took 20 mins to deposit a check cause the app keeps crashing,1,awful the check deposit feature barely works took mins to deposit a check cause the app keeps crashing
Hussein,5,2022-10-05 18:28:58,Feels very safe and secure.,0,feels very safe and secure
Manas Usharia,1,2022-10-04 12:25:21,Critical operations show loaders and just disappear. Not even an error message about what happened. Google pixel device latest Android OS,1,critical operations show loaders and just disappear not even an error message about what happened google pixel device latest android os
Shariff Munwar,1,2022-09-25 23:26:06,I am able to login hsbcnet in mobile app. But not able to generate pin code.. Please help on this issue.. Some kind of android image getting blink always..,0,i am able to login hsbcnet in mobile app but not able to generate pin code please help on this issue some kind of android image getting blink always
Devan Raj,5,2022-09-23 22:53:37,Once update the mobile authentication it was really good to use,0,once update the mobile authentication it was really good to use
Teresa Cen,2,2022-09-22 19:14:02,"Trying to deposit checks but it's constantly saying service is temporarily unavailable, please try again later. Been getting the same message since yesterday. App is finicky. Sometimes I have to capture check images multiple times before it deposits or goes through.",1,trying to deposit checks but its constantly saying service is temporarily unavailable please try again later been getting the same message since yesterday app is finicky sometimes i have to capture check images multiple times before it deposits or goes through
SANJAY MUKHERJEE,2,2022-09-22 11:50:40,"Very poorly developed app. You can't even see the latest transactions, no mini statement, hope HSBC will improve to be atleast at par with other Indian banking apps soon.",0,very poorly developed app you cant even see the latest transactions no mini statement hope hsbc will improve to be atleast at par with other indian banking apps soon
Tina,2,2022-09-21 14:40:29,Constant updates are frustrating and kill productivity,0,constant updates are frustrating and kill productivity
Birg Oslo,5,2022-09-20 03:21:55,"Great experience, very good service to Fusion customers",0,great experience very good service to fusion customers
Olga Pryimak,4,2022-09-19 17:26:27,"At times it is not clear to me why main menu shows me things pending in my queue, but then there is nothing for the approval. Otherwise is very convenient app",0,at times it is not clear to me why main menu shows me things pending in my queue but then there is nothing for the approval otherwise is very convenient app
GraceShum KarKheng,1,2022-09-19 16:57:42,Sometimes not able to open the main page. Page keep loading. Pls help,0,sometimes not able to open the main page page keep loading pls help
Pratishtha Saxena,1,2022-09-19 13:01:47,"Too slow,not very easy to use.",0,too slownot very easy to use
Thierry Siao,1,2022-09-19 12:20:47,"Hi I have another phone which android 6 only, and needs to use that software asap. Can you please send me the HSBCNet mobile app version that can use android 6? Please REPLY TO MY QUERY",0,hi i have another phone which android only and needs to use that software asap can you please send me the hsbcnet mobile app version that can use android please reply to my query
Muthuramalingam M,5,2022-09-19 11:29:16,Awesome.. But need some inporovement in terms of showing the transactions by date wise..we need to select bothe From & To date which is mandatory even if we wanted see & download the transactions received yesterday.. instead of the From & To date we can just give particular date( for convenience purpose)..,2,awesome but need some inporovement in terms of showing the transactions by date wisewe need to select bothe from to date which is mandatory even if we wanted see download the transactions received yesterday instead of the from to date we can just give particular date for convenience purpose
Henrik Friis,2,2022-09-15 15:20:30,"There are some good thoughts and it looks good, but it is unnecessarily cumbersome. HSBC is claiming this is due to security but I highly doubt this is the reason. It seems like an excuse not to focus on user effectiveness and experience.",1,there are some good thoughts and it looks good but it is unnecessarily cumbersome hsbc is claiming this is due to security but i highly doubt this is the reason it seems like an excuse not to focus on user effectiveness and experience
ramdayal sharma,1,2022-09-11 16:01:14,Very worst,0,very worst
Karen Iseminger,3,2022-09-09 19:32:41,"App used to work fine, but won't open after latest Android update to Pixel 6 (version 13).",0,app used to work fine but wont open after latest android update to pixel version
JJ Ybay,1,2022-08-29 22:15:32,Not user friendly and a lot of issues. Remote deposit for cheques won't work 98% of the time. Very frustrated and extremely disappointed,2,not user friendly and a lot of issues remote deposit for cheques wont work of the time very frustrated and extremely disappointed
Gerry MiQ,1,2022-08-23 18:38:36,"Currently can not access ""Auth"" in the app. Useless and consistently delays trying to log on. I had to uninstall and reinstall the app to make Ilit functional once again.",1,currently can not access auth in the app useless and consistently delays trying to log on i had to uninstall and reinstall the app to make ilit functional once again
Abdulrahman,1,2022-08-22 18:13:32,Very slow on Android,0,very slow on android
Damian Schulz,1,2022-08-19 14:48:00,Slow and limited fearures,0,slow and limited fearures
Devender Punia,5,2022-08-19 07:29:37,Cool,0,cool
Excelsus BIM,5,2022-08-19 05:34:25,Good app,0,good app
Irene Vance,1,2022-08-18 04:49:07,"Just doesn't work, too many loops and runarounds and in the end you are locked out.",0,just doesnt work too many loops and runarounds and in the end you are locked out
Shraddha Shah,5,2022-08-17 17:33:31,Best,0,best
Simon B,1,2022-08-17 14:28:01,Won't generate security code. Just keeps loading and flashing web page unavailable,0,wont generate security code just keeps loading and flashing web page unavailable
Mohan Prabhakara Rao,3,2022-08-15 15:58:05,Most of the times it will not connect so easily and have to do multiple attempts. Using app is really a great option to avoid having a physical token. But the app should support user friendly....,3,most of the times it will not connect so easily and have to do multiple attempts using app is really a great option to avoid having a physical token but the app should support user friendly
Ashish Kumar Singh,5,2022-08-13 12:53:51,Awesome,0,awesome
Karen Dewhurst,1,2022-08-12 23:47:25,"Poor, keeps stopping",0,poor keeps stopping
M R,5,2022-08-11 11:46:03,Smoother and handy...!,0,smoother and handy
Marjorie Solomon,5,2022-08-10 17:41:16,I have been using this for couple of years now and I have not encountered any problems.,0,i have been using this for couple of years now and i have not encountered any problems
Lakshmanan Vasanthan,5,2022-08-10 13:33:33,Good service,0,good service
Edward Jones,5,2022-08-09 13:17:12,Great app,0,great app
Kirti Deodhar,1,2022-08-09 12:38:24,Very Slow even on wifi,0,very slow even on wifi
musaabyahia,5,2022-08-07 17:31:26,Great,0,great
husami stores,1,2022-08-06 04:53:43,No convenient and user friendly,0,no convenient and user friendly
Pranay Agarwal,3,2022-08-05 11:48:37,It's more of a security token than an app. No much features for Indian customers to use.,0,its more of a security token than an app no much features for indian customers to use
Tim Thorpe,4,2022-08-03 05:52:06,Recent improvements have made the app very user friendly.,0,recent improvements have made the app very user friendly
Tiao V. Kattygnarath,2,2022-08-02 21:18:01,"Scanning cheques does not work. HSBC is managing billions of dollars, they should invest a few thousand to fix this app. I believe I'm not the only one complaining. Please fix this ASAP",0,scanning cheques does not work hsbc is managing billions of dollars they should invest a few thousand to fix this app i believe im not the only one complaining please fix this asap
Behrouz Monadizadeh,5,2022-08-01 22:39:49,Quick and easy to use.,0,quick and easy to use
Ravindra Chatufale,5,2022-08-01 10:50:27,Fast response,0,fast response
Tamer TEMEL,2,2022-07-30 20:40:30,"The app limits what you can otherwise do online via web banking. Ex. Can't change Standing Orders. Makes it conditional to access your account by forcing you to agree to updates to banking T&C else blocks access. Ex. Go paperless, or else. Limited access to Statements and account activity (last 30days). Times out, asks if you want to stay logged in and logs you off anyway. Full of ads for other services/loans. Often Hijacks top half of screen to display notifictions it wants you to see.",1,the app limits what you can otherwise do online via web banking ex cant change standing orders makes it conditional to access your account by forcing you to agree to updates to banking tc else blocks access ex go paperless or else limited access to statements and account activity last days times out asks if you want to stay logged in and logs you off anyway full of ads for other servicesloans often hijacks top half of screen to display notifictions it wants you to see
akshaya shah,5,2022-07-23 18:08:50,Good,0,good
Alberto Barrón Alcántara,4,2022-07-21 20:12:22,Ok,0,ok
yaya sola,2,2022-07-20 09:38:48,"After update-Slow Take time to load. Sometimes so slow~~ 1.When login, request 1st option (send notification to mobile), did not received noti..for 3rd time until fed up. so opt for the 2nd option of login (Generate security code) - buffer alot to get to the exact page.",1,after updateslow take time to load sometimes so slow when login request st option send notification to mobile did not received notifor rd time until fed up so opt for the nd option of login generate security code buffer alot to get to the exact page
Hew apple hew,5,2022-07-20 07:54:19,Good service and security,0,good service and security
Aswathy SR,3,2022-07-17 23:22:17,Generate security code option not visible,0,generate security code option not visible
Catherine Phua,1,2022-07-13 13:37:28,Somehow the app is glitching and not loading. Can someone assist to sort this out?,0,somehow the app is glitching and not loading can someone assist to sort this out
Nick IVSC,2,2022-07-11 21:37:10,"Very average app, below average bank",0,very average app below average bank
Junaid Khalid,2,2022-07-04 17:21:13,This application is very slow.. not respond quickly and waste important time.,0,this application is very slow not respond quickly and waste important time
Fauzi Ghani,5,2022-07-01 13:31:14,Excellent protocol,0,excellent protocol
Tayyab,5,2022-07-01 01:56:31,Excellent wonderful,0,excellent wonderful
KR Ramesh,5,2022-06-30 08:06:55,Exceptional..nothing more to ask,0,exceptionalnothing more to ask
Saeed Mubarak,1,2022-06-29 17:05:18,The worst app I have seen,0,the worst app i have seen
Saleh Almutairi,2,2022-06-26 16:10:04,Horrible app.,0,horrible app
Faisal Majeed,1,2022-06-15 17:09:43,It is not working. I cannot login my account online now,0,it is not working i cannot login my account online now
Bhupinder Sachdeva,4,2022-06-13 07:22:52,App is good but speed is slow,0,app is good but speed is slow
Naveen Kohli,5,2022-06-10 15:29:30,Works like clockwork always,2,works like clockwork always
Tom,1,2022-06-06 19:21:08,The app forgot my credentials. Response to the response: What details do you need? The app just forgot the credentials and it's asking me to log in again.,0,the app forgot my credentials response to the response what details do you need the app just forgot the credentials and its asking me to log in again
Ryan,4,2022-06-02 22:03:22,"Check deposit has not worked for 3 months now, it will not scan the back of a check. As that my main reason for having the app it is now useless. Update - it seems they made some changes and the check deposit works ok now. HSBC also tried contacting me to help out so that was nice. Bump up to 4 stars. Could be a 5 if the UI was better.",10,check deposit has not worked for months now it will not scan the back of a check as that my main reason for having the app it is now useless update it seems they made some changes and the check deposit works ok now hsbc also tried contacting me to help out so that was nice bump up to stars could be a if the ui was better
PRECURSOR,1,2022-06-01 16:08:26,The most worst app in this planet.,0,the most worst app in this planet
rishi pujara,1,2022-05-30 20:44:52,The guy who decided the workflows is a certified idiot,0,the guy who decided the workflows is a certified idiot
Sachith Tillekeratne,1,2022-05-30 15:14:58,One of the worst apps ever. Forcing to update and once it's done not working anymore. Very annoying and disappointing,0,one of the worst apps ever forcing to update and once its done not working anymore very annoying and disappointing
Shontel Wright,1,2022-05-25 18:27:22,Updated this 2 days ago and now I can not use it to login online. Just flashes and has the spinner of death on the screen. App worked great until forced update. Makes my workday longer trying to find mobile token to login. Fix this problem please.,3,updated this days ago and now i can not use it to login online just flashes and has the spinner of death on the screen app worked great until forced update makes my workday longer trying to find mobile token to login fix this problem please
P SENTHIL KUMAR,5,2022-05-23 15:47:30,Good,0,good
Shravan Jain,5,2022-05-23 14:17:31,Bad,0,bad
Gerardo Fernandez,5,2022-05-23 12:11:27,Great,0,great
Md. Mahfuzul Haque Rumon,5,2022-05-23 08:22:32,Excellent,0,excellent
Sadia Mohammed,1,2022-05-18 02:45:30,Mobile pin not working but it should do because its the same as my card reader pin used for my desktop. Stupid app. Has done this before!!,0,mobile pin not working but it should do because its the same as my card reader pin used for my desktop stupid app has done this before
MOHD MAZHARUL Islam,5,2022-05-13 02:55:15,Best,0,best
Sven Mueller,2,2022-05-09 13:34:47,Still not good,0,still not good
Sachin Katkar,1,2022-05-09 12:41:22,while using this app for payment confirmation if there is any update then I cant update the app. Everytime I have to uninstall the app and then again reinstall the app and follow the process of setting credentials once again,1,while using this app for payment confirmation if there is any update then i cant update the app everytime i have to uninstall the app and then again reinstall the app and follow the process of setting credentials once again
Ed Trasolini,1,2022-05-06 12:52:10,Cannot make deposits with this app when I am on extended holidays in Mexico. Does not work if your out of country.??? Thats it! I've had enough. Time to close the account and Uninstall this app.,11,cannot make deposits with this app when i am on extended holidays in mexico does not work if your out of country thats it ive had enough time to close the account and uninstall this app
LaVaughn Livingston,1,2022-04-27 19:21:17,"The deposit check feature leaves much to be desired. Other banks allow you to take the picture but this app is inept at this simple function. A simple waste of time, 0 stars.",3,the deposit check feature leaves much to be desired other banks allow you to take the picture but this app is inept at this simple function a simple waste of time stars
R Perera,1,2022-04-21 12:08:29,Terrible. Trying to.download app for the last 3 days but its so slow. Ot happens only for this app,0,terrible trying todownload app for the last days but its so slow ot happens only for this app
Richard Elphick,1,2022-04-20 11:18:33,Has not been reliable since installation. Not the best banking app on the marketby far.,0,has not been reliable since installation not the best banking app on the marketby far
Samuel Baeza,3,2022-04-18 18:16:36,Does not show all transaction and sometimes it does.not work,0,does not show all transaction and sometimes it doesnot work
Eat and sleep with Oun Ounakitabkk,5,2022-04-17 20:38:23,Convenience and well stabled.,0,convenience and well stabled
Shabbir Lakdawala,1,2022-04-16 15:31:22,Not working well is not stable,1,not working well is not stable
Chasen Crooks,1,2022-04-13 00:18:12,Horrible. It's technology from 1997,0,horrible its technology from
Andrew Rosenblatt,1,2022-04-06 21:26:11,It's the worst. Never able to deposit checks online which you'd think would be essential once they closed nearly every branch!!,3,its the worst never able to deposit checks online which youd think would be essential once they closed nearly every branch
Elaine Roberts,1,2022-04-04 22:25:47,"After 6 months using company wifi hsbcnet will no longer allow me to login using wifi connection. Calling help desk is a waste of time, called 4 times and no one has a clue.",0,after months using company wifi hsbcnet will no longer allow me to login using wifi connection calling help desk is a waste of time called times and no one has a clue
Pranay Saxena,1,2022-03-31 18:08:33,"Very slow app, also shows network error many times even in full mobile network",0,very slow app also shows network error many times even in full mobile network
Mandeep Kaur,1,2022-03-31 11:44:15,Not receiving OTP on mobile even after several attempts,0,not receiving otp on mobile even after several attempts
Dass Francis,5,2022-03-29 08:28:03,User friendly,0,user friendly
Marc LG,1,2022-03-23 17:57:58,"Horrible app! They always ""force"" an update every week or almost and each time I need to re-enter my creditials / including biometrics. It's over the top. It takes way too much time just to get my balance. It's pointless and unproductive... I can't take any screenshots for my records. The list goes on... HSBC should look at what the other banks are doing!",23,horrible app they always force an update every week or almost and each time i need to reenter my creditials including biometrics its over the top it takes way too much time just to get my balance its pointless and unproductive i cant take any screenshots for my records the list goes on hsbc should look at what the other banks are doing
Kalpesh Paralkar,1,2022-03-22 18:50:18,The application is not getting updated.,0,the application is not getting updated
Arun Dwivedi,5,2022-03-22 12:17:46,"Nice, intuitive, convenient app, though a little bit slow.",0,nice intuitive convenient app though a little bit slow
Sandeep Noronha,1,2022-03-22 11:06:04,Become more worse now,0,become more worse now
Murali M,5,2022-03-22 10:14:39,Good,0,good
HARESH U,2,2022-03-21 15:32:58,Don't force the user to update when there is a rush payment and the app is very slow,0,dont force the user to update when there is a rush payment and the app is very slow
Kent Watson,1,2022-03-21 13:56:31,Cannot install,0,cannot install
Hemant office,5,2022-03-21 11:41:49,ok,0,ok
NILESH BANDARKAR,4,2022-03-21 09:27:58,Nice one,0,nice one
Aravind morugu,5,2022-03-21 08:53:26,Good,0,good
Rajesh A (Shakthi),3,2022-03-20 19:18:01,"I could not able to login with my username and there is no option to resetting the username and password, please assist.",0,i could not able to login with my username and there is no option to resetting the username and password please assist
Abdul Kadir,1,2022-03-17 11:06:32,"Why there is no more option,, Generate security code?",0,why there is no more option generate security code
Thamin Ansari Abul Kalam,5,2022-03-16 22:02:49,Great experience,0,great experience
Arthur Luo,1,2022-03-12 21:11:57,Hard to capture check image,0,hard to capture check image
Ian Dodd,4,2022-03-08 07:03:43,Great,0,great
Angie De Leon,2,2022-03-03 09:44:08,Very frustrating to deposit cheques . . . absolute nightmare!!!,0,very frustrating to deposit cheques absolute nightmare
roshan yogesh,5,2022-03-01 14:23:42,Ok,0,ok
Husam Halawa,3,2022-02-28 17:03:10,"Not friendly use, lots of pages and steps, mainly for Sadad and governmental payments",0,not friendly use lots of pages and steps mainly for sadad and governmental payments
Naomi Wan,1,2022-02-25 21:56:56,"I installed this app mainly to use the cheque deposit feature. Tried over 50 times, it successfully captured the front of the cheque image ONCE but then it couldn't capture the back of the cheque.",4,i installed this app mainly to use the cheque deposit feature tried over times it successfully captured the front of the cheque image once but then it couldnt capture the back of the cheque
Sharath M,1,2022-02-25 18:22:27,For update it will take long time,0,for update it will take long time
chelladurai c,1,2022-02-24 17:07:52,It is not installed properly. Tried many time,0,it is not installed properly tried many time
Union Films,1,2022-02-24 16:58:16,"Until the update today (Feb 2022) mine worked fine, we need this for work and us critical, since update it is s broken and doesn't allow me to get the security numbers to get online,!!? Fix it!!",1,until the update today feb mine worked fine we need this for work and us critical since update it is s broken and doesnt allow me to get the security numbers to get online fix it
Lokesh A,1,2022-02-24 09:33:14,App is not able to update 😡 frastrating.,2,app is not able to update frastrating
Varsha Salvi,5,2022-02-22 16:49:54,Good,0,good
Sharat Belavadi,5,2022-02-11 15:52:17,Easy to use,0,easy to use
JG,5,2022-02-11 07:25:37,User friendly,0,user friendly
YH Tan,5,2022-02-10 08:47:33,Biometric only work on limited list of device. Update: Biometric seems to work on most of my devices now.,1,biometric only work on limited list of device update biometric seems to work on most of my devices now
Darcy Locke,1,2022-02-09 03:53:54,"Horrible app, never takes the picture for deposits, gives an error that never goes away so you can't see what you're taking the photo of. Never had so much trouble depositing a cheque!",2,horrible app never takes the picture for deposits gives an error that never goes away so you cant see what youre taking the photo of never had so much trouble depositing a cheque
Emmanuel Garcia,1,2022-01-29 17:37:52,WON'T WORK PROPERLY,0,wont work properly
Reggie Smith,1,2022-01-28 04:24:19,Very hard to deposit a check. Doesn't take a good picture of the check. Need to update every time you use it. The worst👎👎,1,very hard to deposit a check doesnt take a good picture of the check need to update every time you use it the worst
Sal Chagani,5,2022-01-26 05:39:37,Very protective,0,very protective
lokesh babu,1,2022-01-25 07:32:37,unable to download from the google laystore.,0,unable to download from the google laystore
Sunitha Nair,5,2022-01-21 17:12:49,Very good,0,very good
George Reshmin,1,2022-01-21 14:46:12,"Everytime I use the app, it needs an update!! After the Jan update cannot authorize payments.",1,everytime i use the app it needs an update after the jan update cannot authorize payments
Puja Makhija,5,2022-01-20 14:50:13,Awesome,0,awesome
Ashish B,5,2022-01-19 23:33:15,Perfect,0,perfect
Bernie Chin,1,2022-01-19 14:23:24,"Terrible. After update, i am not able to use certain modules. Trade facility module comprise of all the account nos with no description. Nightmare to use. Gave up.",4,terrible after update i am not able to use certain modules trade facility module comprise of all the account nos with no description nightmare to use gave up
Lei Espielago,2,2022-01-19 10:56:39,App is too slow,0,app is too slow
David Ferreira,1,2022-01-19 08:11:15,App no longer working. When trying to authenticate login or generate login code wheel just turns and an upside down android pic flashes in top left of the screen - HSBC please fix this !,3,app no longer working when trying to authenticate login or generate login code wheel just turns and an upside down android pic flashes in top left of the screen hsbc please fix this
Wahiduzzaman S M,1,2022-01-17 13:28:15,Slow useless app,0,slow useless app
Tope 君永,1,2022-01-13 16:21:06,"just crashes since the last update, please fix",0,just crashes since the last update please fix
Johnny Lim,1,2022-01-13 07:53:10,Pls set the pdf format fit into 1 A4 size paper after authorisation. The current format requires us to print 2 papers and its very slim and long as if like printing electricity bill Pls allow us to view our previous transaction up to at least a week in the main page,2,pls set the pdf format fit into a size paper after authorisation the current format requires us to print papers and its very slim and long as if like printing electricity bill pls allow us to view our previous transaction up to at least a week in the main page
Brandi Randall,1,2022-01-12 19:37:52,Not working,0,not working
Sunil Kumar,4,2021-12-29 09:57:52,"Easy to use, but please give options to upload payment through mobile application.",0,easy to use but please give options to upload payment through mobile application
H Tang,3,2021-12-28 23:10:01,Not user friendly,2,not user friendly
Jenny Tan,4,2021-12-28 14:18:54,Good. Still learning to manage,0,good still learning to manage
Niran Rajaratnam,3,2021-12-23 13:12:31,Not user friendly,0,not user friendly
Suryanto,1,2021-12-23 07:42:06,"With the many unnecessary steps in security layers, instead of being a secured app it is more troublesome and those security features are useless and thoughtless without considering UIUX at the very least.",1,with the many unnecessary steps in security layers instead of being a secured app it is more troublesome and those security features are useless and thoughtless without considering uiux at the very least
Abdulrahman Taha,1,2021-12-20 20:16:41,Very bad,0,very bad
Mohit Bhuwalka,5,2021-12-18 12:57:46,Best app,0,best app
Rajeev Kapur,5,2021-12-10 13:03:04,"Too many times app shuts down , unable to complehte tasks unless u Login through laptop",2,too many times app shuts down unable to complehte tasks unless u login through laptop
Anoop Karani,5,2021-12-08 16:56:00,Great business banking app for online payment ++,0,great business banking app for online payment
Mario Saccente,1,2021-12-07 23:35:04,Horrible,0,horrible
Deanna Conte,1,2021-12-07 21:55:52,"One star is too generous. I am being forced to update the app in order to log on and do what I need to do. However, the update is not working. It just keeps swirling around endlessly. This is beyond frustrating. I have to get on and pay bills.",2,one star is too generous i am being forced to update the app in order to log on and do what i need to do however the update is not working it just keeps swirling around endlessly this is beyond frustrating i have to get on and pay bills
Annam,5,2021-12-01 15:58:14,Fintastic and easy to use.,0,fintastic and easy to use
D W,2,2021-12-01 03:01:24,"I have been using this app since April 2020 for mobile authentication and cheque deposits. In late October, I upgraded to a Google Pixel 6 phone with Android 12, which the app was not prepared for. This was resolved in mid-November. At that point, I could access the app, but it had an error every time I tried to access ""Deposit Cheques"". The HSBCnet tech support kept suggesting I uninstall and reinstall the app, which did nothing. I checked this morning (November 30th) and I can access the ""Deposit Cheques"" feature, but it keeps resulting in an error saying ""Couldn't process the image as captured."" My #1 complaint with the app is that it will not let the user take a picture of the cheque - it wants the app to read it and capture it automatically. This is a poor design. I would recommend that the app developers redevelop this aspect of their cheque deposit and mimic CIBC's mobile cheque deposit feature.",7,i have been using this app since april for mobile authentication and cheque deposits in late october i upgraded to a google pixel phone with android which the app was not prepared for this was resolved in midnovember at that point i could access the app but it had an error every time i tried to access deposit cheques the hsbcnet tech support kept suggesting i uninstall and reinstall the app which did nothing i checked this morning november th and i can access the deposit cheques feature but it keeps resulting in an error saying couldnt process the image as captured my complaint with the app is that it will not let the user take a picture of the cheque it wants the app to read it and capture it automatically this is a poor design i would recommend that the app developers redevelop this aspect of their cheque deposit and mimic cibcs mobile cheque deposit feature
George Solon,5,2021-11-17 05:27:45,Very good experience and easy to work on this app,0,very good experience and easy to work on this app
Nav B,1,2021-11-17 02:30:17,Hoerible App. It disappears when you touch text message to see the code to enter. Does not download properly. Works on my wife phone and not on mine. Horrible,2,hoerible app it disappears when you touch text message to see the code to enter does not download properly works on my wife phone and not on mine horrible
KC Cheong,2,2021-11-16 12:53:09,Unable to login even though I have input ID and code correctly. The UI is poorly design compared with other banks such as uob or ocbc.,0,unable to login even though i have input id and code correctly the ui is poorly design compared with other banks such as uob or ocbc
Ian & Mary,5,2021-11-12 15:32:15,Clear. Effective.,0,clear effective
Sheldon Dalgado,1,2021-11-12 04:39:35,When you need to log on to your online banking the most it gives error messages,0,when you need to log on to your online banking the most it gives error messages
Justin Scott,5,2021-11-10 13:06:54,Update the app now works fine on the new Pixel 6 pro thank you HSBC now you only have to get the Business banking app to work! Can't open on Android 12 on pixel 6 pro contact the developers they say Pixel phones after 4 are not supported why??? And when will they be?,4,update the app now works fine on the new pixel pro thank you hsbc now you only have to get the business banking app to work cant open on android on pixel pro contact the developers they say pixel phones after are not supported why and when will they be
Dr Sunil Kumar,5,2021-11-09 17:04:33,Marvellous App,0,marvellous app
Travis Welianga,1,2021-11-08 11:16:32,"Terrible,uses too much space and it regularly times out.",0,terribleuses too much space and it regularly times out
Leonel Alberto Samaniego Chavez,4,2021-11-08 04:53:08,"En general funciona bien, vale la pena mejorar la parte de las transferencias. Es muy complicado hacerlas desde el celular.",0,en general funciona bien vale la pena mejorar la parte de las transferencias es muy complicado hacerlas desde el celular
Ahmed Ebrahim,1,2021-11-07 17:19:20,Not good It's very bad,0,not good its very bad
noel dsouza,1,2021-11-03 12:27:58,Too many update but don't see any enhancement,0,too many update but dont see any enhancement
Melanie Jeavons,5,2021-11-02 20:01:54,Useful,0,useful
Sachin Gurav,5,2021-11-02 19:55:04,Great 👍,0,great
Zachary Gillman,5,2021-11-02 19:41:52,Works very well. Prefer over desktop web app,0,works very well prefer over desktop web app
Ian Lazell,1,2021-11-02 14:10:21,I have also been using this app since 2019. The issue is that the app will not open on my Google Pixel 6 Pro with Android 12. This needs to be addressed as this is an essential app for authenticating business transaction. Please arrange a fix ASAP,2,i have also been using this app since the issue is that the app will not open on my google pixel pro with android this needs to be addressed as this is an essential app for authenticating business transaction please arrange a fix asap
Manjunatha.k Reddy,1,2021-11-01 16:26:28,I am trying to update this mandatory auto update from last 2 days... not getting updated... not sure ..wht is the issue,0,i am trying to update this mandatory auto update from last days not getting updated not sure wht is the issue
Vaibhav Chavan,1,2021-10-29 20:18:25,Slowness in updation,0,slowness in updation
sanju haryani,1,2021-10-29 12:20:49,System unable to update,0,system unable to update
Kam Desai,1,2021-10-28 18:51:50,Immediately crashes on Android 12 pixel 6 pro,1,immediately crashes on android pixel pro
NEELI NARAYANA,5,2021-10-28 13:43:06,Useful,0,useful
John Phillips,1,2021-10-28 03:51:20,I've been waiting over a half hour for this mandatory update. I really need ed to log in fast. Most disappointing there was no update later option. I just need a code. HSBC - there is a reason sometimes business need to access their account without being held prisoner by a smart phone app.,2,ive been waiting over a half hour for this mandatory update i really need ed to log in fast most disappointing there was no update later option i just need a code hsbc there is a reason sometimes business need to access their account without being held prisoner by a smart phone app
Suyashil S,1,2021-10-27 18:03:56,"Waiting for an hour to update, pathetic",0,waiting for an hour to update pathetic
Abhijeet Joshi,4,2021-10-27 17:14:04,It's users friendly,0,its users friendly
Kay Nope,1,2021-10-27 15:47:23,It is the slowest app in the world. Forced to use it for work or I'd not touch it,0,it is the slowest app in the world forced to use it for work or id not touch it
Mahalakshmi Reddy,3,2021-10-26 00:49:23,The camera is not good. I wish we can click when ready,1,the camera is not good i wish we can click when ready
Atul Jain,5,2021-10-25 09:03:37,Great experience so far,0,great experience so far
Graham Hazell,5,2021-10-20 19:22:54,Easier to use than on a PC,0,easier to use than on a pc
Dennis Carlson,1,2021-10-19 04:16:57,"Still horrible.... Can not deposit checks, what a waste for an organization of your size. 2021 10 18 Horrible mobile depositing. Update this to allow user to take picture. Never recognizes check image August 6,2021 - still horrible. Can't deposit checks. Fix it",2,still horrible can not deposit checks what a waste for an organization of your size horrible mobile depositing update this to allow user to take picture never recognizes check image august still horrible cant deposit checks fix it
Simon Sun,1,2021-10-16 22:39:58,check remote deposit never work!,0,check remote deposit never work
Rimjhim Agrawal,1,2021-10-10 14:29:58,"It is not user friendly, previous transactions are not easily available to review and many more faults",1,it is not user friendly previous transactions are not easily available to review and many more faults
Jim Romeril,2,2021-10-05 19:46:40,Check deposit is troubled. Need to take a dozen photos before system likes the photo.,0,check deposit is troubled need to take a dozen photos before system likes the photo
MRZR Associates,5,2021-09-30 12:49:09,Lovely tools for easy banking,0,lovely tools for easy banking
Mukunda K,1,2021-09-29 21:45:17,I'm not able to generate login code.. there is no option in new versions...,0,im not able to generate login code there is no option in new versions
christopher ashley,1,2021-09-24 03:41:48,Easily the worst check-scanner ever. more trouble than it is worth.,0,easily the worst checkscanner ever more trouble than it is worth
Ahmed Ramy (Advisory),3,2021-09-22 22:02:38,I couldn't found SDADD invoices in business a account,0,i couldnt found sdadd invoices in business a account
Trevor Childs,4,2021-09-22 09:20:14,"Quite user friendly, better experience comparee to web.",1,quite user friendly better experience comparee to web
Andreas Bieringer,1,2021-09-22 01:37:16,Not intuitive to use for approvals.,0,not intuitive to use for approvals
Vijay S,5,2021-09-18 11:54:53,Very easy and safer,0,very easy and safer
Naresh Savar,2,2021-09-16 14:16:07,Bakwas ekdam,0,bakwas ekdam
rohan rathnayake,4,2021-09-15 10:35:29,Good,0,good
ARUN Goyal,1,2021-09-14 14:03:17,Doesn't want to give even 1star as trying to update the app but not just to able to do since last 2 days...,2,doesnt want to give even star as trying to update the app but not just to able to do since last days
Gangaram Singh,4,2021-09-13 10:40:10,Good,0,good
